time_ms;rssi_unfiltered;rssi_kalman;rssi_median;distance_unfiltered;distance_kalman;distance_median;
12:16:19;-43;-43.0;-43.0;0.0066608475;0.0066608475;0.0066608475;
12:16:19;-38;-41.225807;-40.5;0.0033838553;0.005237995;0.0047475607;
12:16:20;-40;-40.872562;-40.0;0.004436686;0.0049932804;0.004436686;
12:16:21;-43;-41.410194;-41.5;0.0066608475;0.0053704595;0.0054361834;
12:16:22;-42;-41.54725;-42.0;0.0058170916;0.005471084;0.0058170916;
12:16:23;-38;-40.766163;-41.0;0.0033838553;0.0049218372;0.0050802175;
12:16:25;-44;-41.454063;-42.0;0.007626984;0.005402464;0.0058170916;
12:16:25;-39;-40.943474;-41.0;0.0038746758;0.0050414717;0.0050802175;
12:16:26;-40;-40.749943;-40.0;0.004436686;0.0049110358;0.004436686;
12:16:27;-40;-40.597504;-40.0;0.004436686;0.0048106764;0.004436686;
12:16:29;-40;-40.476757;-40.0;0.004436686;0.0047326395;0.004436686;
12:16:31;-40;-40.38077;-40.0;0.004436686;0.004671509;0.004436686;
12:16:32;-43;-40.90685;-40.0;0.0066608475;0.005016525;0.004436686;
12:16:33;-38;-40.323895;-40.0;0.0033838553;0.004635659;0.004436686;
12:16:33;-40;-40.259003;-40.0;0.004436686;0.004595094;0.004436686;
12:16:34;-41;-40.407368;-40.0;0.0050802175;0.004688368;0.004436686;
12:16:35;-43;-40.926266;-40.0;0.0066608475;0.0050297338;0.004436686;
12:16:37;-40;-40.74093;-40.0;0.004436686;0.004905043;0.004436686;
12:16:38;-43;-41.192875;-40.0;0.0066608475;0.0052146832;0.004436686;
12:16:39;-39;-40.75422;-40.0;0.0038746758;0.0049138805;0.004436686;
12:16:40;-41;-40.803383;-40.5;0.0050802175;0.004946712;0.0047475607;
12:16:41;-41;-40.84271;-41.0;0.0050802175;0.004973132;0.0050802175;
12:16:42;-40;-40.67416;-40.5;0.004436686;0.004860885;0.0047475607;
12:16:43;-36;-39.7393;-40.5;0.002580861;0.0042827567;0.0047475607;
12:16:43;-40;-39.79144;-40.5;0.004436686;0.004313109;0.0047475607;
12:16:44;-44;-40.633163;-40.5;0.007626984;0.004833968;0.0047475607;
12:16:45;-39;-40.306526;-40.0;0.0038746758;0.0046247668;0.004436686;
12:16:48;-43;-40.845222;-40.5;0.0066608475;0.0049748253;0.0047475607;
12:16:50;-60;-44.67619;-40.5;0.06660846;0.0083585065;0.0047475607;
12:16:51;-60;-47.74096;-41.0;0.06660846;0.012659291;0.0050802175;
12:16:52;-56;-49.39277;-42.0;0.038746748;0.015833415;0.0058170916;
12:16:55;-61;-51.71422;-43.5;0.07626986;0.021683555;0.0071275663;
12:16:56;-60;-53.371376;-50.0;0.06660846;0.02714003;0.01719072;
12:16:57;-59;-54.4971;-57.5;0.058170915;0.03161036;0.047475617;
12:16:57;-60;-55.59768;-59.5;0.06660846;0.03669183;0.062246896;
12:16:58;-60;-56.47814;-60.0;0.06660846;0.04133912;0.06660846;
12:16:59;-57;-56.58251;-60.0;0.044366874;0.04192766;0.06660846;
12:17:00;-58;-56.86601;-60.0;0.050802175;0.043568935;0.06660846;
12:17:00;-60;-57.492805;-60.0;0.06660846;0.047429368;0.06660846;
12:17:01;-56;-57.194244;-59.5;0.038746748;0.04554964;0.062246896;
12:17:01;-62;-58.155396;-60.0;0.08733261;0.051882785;0.06660846;
12:17:02;-60;-58.524315;-60.0;0.06660846;0.05454116;0.06660846;
12:17:02;-59;-58.619453;-59.5;0.058170915;0.055248536;0.062246896;
12:17:03;-61;-59.095562;-60.0;0.07626986;0.058928747;0.06660846;
12:17:04;-61;-59.476448;-60.0;0.07626986;0.062048636;0.06660846;
12:17:05;-60;-59.581158;-60.0;0.06660846;0.06293492;0.06660846;
12:17:05;-60;-59.664925;-60.0;0.06660846;0.06365303;0.06660846;
12:17:10;-60;-59.73194;-60.0;0.06660846;0.064233445;0.06660846;
12:17:11;-63;-60.38555;-60.0;0.1;0.07017928;0.06660846;
12:17:12;-63;-60.90844;-60.5;0.1;0.07532985;0.071275644;
12:17:13;-59;-60.526752;-60.0;0.058170915;0.07153438;0.06660846;
12:17:14;-59;-60.2214;-60.0;0.058170915;0.06863616;0.06660846;
12:17:15;-60;-60.17712;-60.0;0.06660846;0.06822574;0.06660846;
12:17:15;-63;-60.741695;-60.0;0.1;0.07364759;0.06660846;
12:17:16;-59;-60.393356;-60.0;0.058170915;0.07025351;0.06660846;
12:17:19;-64;-61.114685;-60.0;0.114504755;0.07746386;0.06660846;
12:17:21;-71;-63.091747;-61.5;0.2955209;0.10125043;0.08161402;
12:17:23;-71;-64.6734;-63.0;0.2955209;0.1254398;0.1;
12:17:24;-70;-65.73872;-63.0;0.25808614;0.14491102;0.1;
12:17:25;-65;-65.59098;-63.5;0.1311134;0.14203998;0.1070069;
12:17:25;-67;-65.87279;-64.5;0.17190722;0.14756641;0.122527994;
12:17:26;-70;-66.69823;-66.0;0.25808614;0.16502234;0.15013108;
12:17:27;-65;-66.35858;-66.0;0.1311134;0.1576027;0.15013108;
12:17:28;-65;-66.08687;-66.0;0.1311134;0.15190795;0.15013108;
12:17:29;-67;-66.26949;-67.0;0.17190722;0.15571238;0.17190722;
12:17:30;-70;-67.015594;-68.5;0.25808614;0.1722707;0.21063446;
12:17:31;-66;-66.81248;-67.0;0.15013108;0.1675959;0.17190722;
